zone,description,raw
2013,HYDRANT PRESSURE ZONE 1 SPARE,Z 1 Z 1
2014,HYDRANT PRESSURE ZONE 1 SPARE,Z 1 Z 1
2015,HYDRANT PRESSURE ZONE 2 L05M,Z 1 Z 1
2016,HYDRANT PRESSURE ZONE 2 L06,Z 1 Z 1
2017,HYDRANT PRESSURE ZONE 2 L06M,Z 1 Z 1
2018,HYDRANT PRESSURE ZONE 2 L07,Z 1 Z 1
2019,HYDRANT PRESSURE ZONE 2 L07M,Z 1 Z 1
2020,HYDRANT PRESSURE ZONE 2 L08,Z 1 Z 1
2021,HYDRANT PRESSURE ZONE 2 L09,Z 1 Z 1
2022,HYDRANT PRESSURE ZONE 2 L10,Z 1 Z 1
2023,HYDRANT PRESSURE ZONE 2 L11,Z 1 Z 1
2024,HYDRANT PRESSURE ZONE 2 L12,Z 1 Z 1
2025,HYDRANT PRESSURE ZONE 2 L13,Z 1 Z 1
2026,HYDRANT PRESSURE ZONE 2 L14,Z 1 Z 1
2027,HYDRANT PRESSURE ZONE 3 L15,Z 1 Z 1
2028,HYDRANT PRESSURE ZONE 3 L16,Z 1 Z 1
2029,HYDRANT PRESSURE ZONE 3 L17,Z 1 Z 1
2030,HYDRANT PRESSURE ZONE 3 L18,Z 1 Z 1
2031,HYDRANT PRESSURE ZONE 3 L19,Z 1 Z 1
2032,HYDRANT PRESSURE ZONE 3 L20,Z 1 Z 1
2033,HYDRANT PRESSURE ZONE 3 L21,Z 1 Z 1
2034,HYDRANT PRESSURE ZONE 3 L22,Z 1 Z 1
2035,HYDRANT PRESSURE ZONE 3 L23,Z 1 Z 1
2036,HYDRANT PRESSURE ZONE 3 L24,Z 1 Z 1
2037,HYDRANT PRESSURE ZONE 3 L25,Z 1 Z 1
2038,HYDRANT PRESSURE ZONE 3 L26,Z 1 Z 1
2039,HYDRANT PRESSURE ZONE 3 L27,Z 1 Z 1
2040,HYDRANT PRESSURE ZONE 4 L28,Z 1 Z 1
2041,HYDRANT PRESSURE ZONE 4 L29,Z 1 Z 1
2042,HYDRANT PRESSURE ZONE 4 L30,Z 1 Z 1
2043,HYDRANT PRESSURE ZONE 4 L31,Z 1 Z 1
2044,HYDRANT PRESSURE ZONE 4 L32,Z 1 Z 1
2045,HYDRANT PRESSURE ZONE 4 L33,Z 1 Z 1
2046,HYDRANT PRESSURE ZONE 4 L34,Z 1 Z 1
2047,HYDRANT PRESSURE ZONE 4 L35,Z 1 Z 1
2048,HYDRANT PRESSURE ZONE 4 L36,Z 1 Z 1
2049,HYDRANT PRESSURE ZONE 4 L37,Z 1 Z 1
2050,HYDRANT PRESSURE ZONE 4 L38,Z 1 Z 1
2051,HYDRANT PRESSURE ZONE 4 L39,Z 1 Z 1
2052,HYDRANT PRESSURE ZONE 4 L40,Z 1 Z 1
2053,HYDRANT PRESSURE ZONE 5 L39,Z 1 Z 1
2054,HYDRANT PRESSURE ZONE 5 L40,Z 1 Z 1
2055,HYDRANT PRESSURE ZONE 5 L41,Z 1 Z 1
2056,HYDRANT PRESSURE ZONE 5 L42,Z 1 Z 1
2057,HYDRANT PRESSURE ZONE 5 L43,Z 1 Z 1
2058,HYDRANT PRESSURE ZONE 5 L44,Z 1 Z 1
2059,HYDRANT PRESSURE ZONE 5 L45,Z 1 Z 1
2060,HYDRANT PRESSURE ZONE 5 L46,Z 1 Z 1
2061,HYDRANT PRESSURE ZONE 5 L47,Z 1 Z 1
2062,HYDRANT PRESSURE ZONE 5 L48,Z 1 Z 1
2063,HYDRANT PRESSURE ZONE 5 L49,Z 1 Z 1
2064,HYDRANT PRESSURE ZONE 5 L50,Z 1 Z 1
2065,HYDRANT PRESSURE ZONE 5 L51,Z 1 Z 1
2066,HYDRANT PRESSURE ZONE 5 L52,Z 1 Z 1
2067,HYDRANT PRESSURE ZONE 5 L53,Z 1 Z 1
2068,HYDRANT PRESSURE ZONE 6 L54,Z 1 Z 1
2069,HYDRANT PRESSURE ZONE 6 L55,Z 1 Z 1
2070,HYDRANT PRESSURE ZONE 6 L56,Z 1 Z 1
2071,HYDRANT PRESSURE ZONE 6 L57,Z 1 Z 1
2072,HYDRANT PRESSURE ZONE 6 L58,Z 1 Z 1
2073,HYDRANT PRESSURE ZONE 6 L59,Z 1 Z 1
2074,HYDRANT PRESSURE ZONE 6 L60,Z 1 Z 1
2075,HYDRANT PRESSURE ZONE 6 L61,Z 1 Z 1
2076,HYDRANT PRESSURE ZONE 6 L62,Z 1 Z 1
2077,HYDRANT PRESSURE ZONE 6 L63,Z 1 Z 1
2078,HYDRANT PRESSURE ZONE 6 L64,Z 1 Z 1
2079,HYDRANT PRESSURE ZONE 6 L64M,Z 1 Z 1
2080,HYDRANT PRESSURE ZONE 6 L65,Z 1 Z 1
2100,IRD-ICG-L01-BGK-03 ANSUL IT3 L01,Z 1 Z 1
2101,IRD-ICG-L01-BGK-06 ANSUL IT3 L01,Z 1 Z 1
2102,IRD-ICG-L02-FSC-02  ANSUL IT3 L02,Z 1 Z 1
2103,IRD-ICG-L05-CGL-128 ANSUL IT3 L05,Z 1 Z 1
2104,IRD-ICG-L05-CGL-128 ANSUL IT3 L05,Z 1 Z 1
2105,IRD-ICG-L05-FCF-120 ANSUL IT4 L05,Z 1 Z 1
2106,IRD-ICG-L06-FCF-152 ANSUL IT2 L06,Z 1 Z 1
2107,IRD-ICG-L06-BGK-05 ANSUL IT4 L06,Z 1 Z 1
2108,IRD-ICG-L06-BGK-05 ANSUL IT4 L06,Z 1 Z 1
2109,IRD-ICG-L06-BGK-05 ANSUL IT4 L06,Z 1 Z 1
2110,IRD-ICG-L07-BSK-01 ANSUL IT2 L07,Z 1 Z 1
2111,IRD-ISD-L20-BGK-76 ANSUL IT3 L20,Z 1 Z 1
2112,IRD-ISD-LS-RFB-01 ANSUL IT2 L23,Z 1 Z 1
2114,IRD-ISD-LS-RFB-03 ANSUL IT3 L23,Z 1 Z 1
2800,STAFF ESCALATOR STROBE,Z 1 Z 1
3000,B05 MSSB CONTROL MODULES,Z 1 Z 1
3001,B04 IT3-4 MSSB CONTROL MODULES,Z 1 Z 1
3002,B04 IT1-2  MSSB CONTROL MODULES,Z 1 Z 1
3003,B03 MSSB CONTROL MODULES,Z 1 Z 1
3004,B02 MSSB CONTROL MODULES,Z 1 Z 1
3005,B01 IT3-4 MSSB CONTROL MODULES,Z 1 Z 1
3006,B01 IT1-2 MSSB CONTROL MODULES,Z 1 Z 1
3007,L00 IT3-4 MSSB CONTROL MODULES,Z 1 Z 1
3008,L00 IT1-2 MSSB CONTROL MODULES,Z 1 Z 1
3009,L01 IT2-3 MSSB CONTROL MODULES,Z 1 Z 1
3010,L01 IT1-2 MSSB CONTROL MODULES,Z 1 Z 1
3011,L02 IT3-4 MSSB CONTROL MODULES,Z 1 Z 1
3012,L02 IT1-2 MSSB CONTROL MODULES,Z 1 Z 1
3013,L03 IT3-4 MSSB CONTROL MODULES,Z 1 Z 1
3014,L03 IT1-2 MSSB CONTROL MODULES,Z 1 Z 1
3015,L04 IT3-4 MSSB CONTROL MODULES,Z 1 Z 1
3016,L04 IT1-2 MSSB CONTROL MODULES,Z 1 Z 1
3017,L04M IT3-4 MSSB CONTROL MODULES,Z 1 Z 1
3018,L04M IT1-2 MSSB CONTROL MODULES,Z 1 Z 1
3019,L05 IT3-4 MSSB CONTROL MODULES,Z 1 Z 1
3020,L05 IT1-2 MSSB CONTROL MODULES,Z 1 Z 1
3021,L05M IT3-4 MSSB CONTROL MODULES,Z 1 Z 1
3022,L05M IT1-2 MSSB CONTROL MODULES,Z 1 Z 1
3023,L06 IT3-4 MSSB CONTROL MODULES,Z 1 Z 1
3024,L06 IT1-2 MSSB CONTROL MODULES,Z 1 Z 1
3025,L06M IT3-4 MSSB CONTROL MODULES,Z 1 Z 1
3026,L06M IT1-2 MSSB CONTROL MODULES,Z 1 Z 1
3027,L07 IT3-4 MSSB CONTROL MODULES,Z 1 Z 1
3028,L07 IT1-2 MSSB CONTROL MODULES,Z 1 Z 1
3029,L07M IT3-4 MSSB CONTROL MODULES,Z 1 Z 1
3030,L07M IT1-2 MSSB CONTROL MODULES,Z 1 Z 1
3040,L08-L15 IT1 MSSB CONTROL MODULES,Z 1 Z 1
3041,L16-L24 IT1 MSSB CONTROL MODULES,Z 1 Z 1
3042,L25-L33 IT1 MSSB CONTROL MODULES,Z 1 Z 1
3043,L34-L43 IT1 MSSB CONTROL MODULES,Z 1 Z 1
3044,L08-L22 IT2 MSSB CONTROL MODULES,Z 1 Z 1
3045,L08-L22 IT3 MSSB CONTROL MODULES,Z 1 Z 1
3046,L08-L22 IT4 MSSB CONTROL MODULES,Z 1 Z 1
3047,L23-L36 IT4 MSSB CONTROL MODULES,Z 1 Z 1
3048,L37-L51 IT4 MSSB CONTROL MODULES,Z 1 Z 1
3049,L52-L65 IT4 MSSB CONTROL MODULES,Z 1 Z 1
3050,PRINTERY MSSB CONTROL MODULES,Z 1 Z 1
3200,PUBLIC LOBBY EXIT INTERFACE,Z 1 Z 1
3201,IT1 BASEMENT EXIT SIGN INTERFACE,Z 1 Z 1
3202,IT2 BASEMENT EXIT SIGN INTERFACE,Z 1 Z 1
3203,IT3 BASEMENT EXIT SIGN INTERFACE,Z 1 Z 1
3204,IT4 BASEMENT EXIT SIGN INTERFACE,Z 1 Z 1
3205,IT1 PODIUM EXIT SIGN INTERFACE,Z 1 Z 1
3206,IT2 PODIUM EXIT SIGN INTERFACE,Z 1 Z 1
3207,IT3 PODIUM EXIT SIGN INTERFACE,Z 1 Z 1
3208,IT4 PODIUM EXIT SIGN INTERFACE,Z 1 Z 1
3209,IT1 CASINO EXIT SIGN INTERFACE,Z 1 Z 1
3210,IT2 CASINO EXIT SIGN INTERFACE,Z 1 Z 1
3211,IT3 CASINO EXIT SIGN INTERFACE,Z 1 Z 1
3212,IT4 CASINO EXIT SIGN INTERFACE,Z 1 Z 1
3300,BASEMENT DOORS TRIPS,Z 1 Z 1
3301,PODIUM DOORS TRIPS,Z 1 Z 1
3302,CASINO DOORS TRIPS L05-L05M,Z 1 Z 1
3303,CASINO DOORS TRIPS L06-L06M,Z 1 Z 1
3305,TOWER 1 DOORS TRIPS,Z 1 Z 1
3306,TOWER 2 DOORS TRIPS,Z 1 Z 1
3307,TOWER 3 DOORS TRIPS,Z 1 Z 1
3308,TOWER 4 DOORS TRIPS,Z 1 Z 1
3310,PRINTERY BUILDING DOOR TRIPS,Z 1 Z 1
3350,BASEMENT CURTIN TRIPS,Z 1 Z 1
3351,PODIUM CURTIN TRIPS,Z 1 Z 1
3352,CASINO CURTIN TRIPS,Z 1 Z 1
3400,SECURITY TRIP BASEMENT AND PODIUM,Z 1 Z 1
3401,SECURITY TRIP CASINO L05-L06M,Z 1 Z 1
3402,SECURITY TRIP TOWER 1,Z 1 Z 1
3403,SECURITY TRIP TOWER 2,Z 1 Z 1
3404,SECURITY TRIP TOWER 3,Z 1 Z 1
3405,SECURITY TRIP TOWER 4,Z 1 Z 1
3406,SECURITY TRIP CASINO UPPER GAMING,Z 1 Z 1
3410,SECURITY TRIP PRINTERY BUILDING,Z 1 Z 1
3450,MR-1 GAS SHUT DOWN,Z 1 Z 1
3451,MR-2 GAS SHUT DOWN,Z 1 Z 1
3500,DUCT PROBE CSF-ICG-B03-01,Z 1 Z 1
3501,DUCT PROBE CSF-ICG-B04-01,Z 1 Z 1
3502,DUCT PROBE CSF-ICG-B01-01,Z 1 Z 1
3503,DUCT PROBE CSF-ICG-B02-01,Z 1 Z 1
3504,DUCT PROBE CSF-ICG-L00-01,Z 1 Z 1
3505,DUCT PROBE CSF-ICG-L00-02,Z 1 Z 1
3506,DUCT PROBE CSF-ICG-L01-01,Z 1 Z 1
3507,DUCT PROBE CSF-ICG-L01-02,Z 1 Z 1
3508,DUCT PROBE CSF-ICG-L01-03,Z 1 Z 1
3509,DUCT PROBE CSF-ICG-L01-04,Z 1 Z 1
3510,DUCT PROBE CSF-ICG-L01-05,Z 1 Z 1
3511,DUCT PROBE SPF-ICG-L00-01,Z 1 Z 1
3512,DUCT PROB FCU-ICG-L01-05,Z 1 Z 1
3520,DUCT PROBE CSF-ICG-B03-01,Z 1 Z 1
3521,DUCT PROBE CSF-ICG-B01-01,Z 1 Z 1
3522,DUCT PROBE GSF-ICG-L00-02,Z 1 Z 1
3530,T4 L05M DUCT PROB AHU-ICG-L05M-14,Z 1 Z 1
3531,T4 L05M DUCT PROB AHU-ICG-L05M-19,Z 1 Z 1
3532,T4 L05M DUCT PROB OAF-ICG-L05M-01,Z 1 Z 1
3533,T2 L05M DUCT PROB AHU-ICG-L05M-16,Z 1 Z 1
3534,T3 L05M DUCT PROB AHU-ICG-L05M-18,Z 1 Z 1
3535,T1 L06M DUCT PROB AHU-ICG-L06M-04,Z 1 Z 1
3536,T1 L06M DUCT PROB SPF-ICG-L06M-01,Z 1 Z 1
3537,T1 L06M DUCT PROB SPF-ICG-L06M-02,Z 1 Z 1
3538,T4 L05M DUCT PROB AHU-ICG-L05M-01,Z 1 Z 1
3539,T4 L05M DUCT PROB AHU-ICG-L05M-02,Z 1 Z 1
3540,T4 L05M DUCT PROB AHU-ICG-L05M-03,Z 1 Z 1
3541,T4 L05M DUCT PROB AHU-ICG-L05M-04,Z 1 Z 1
3542,T2 L05M DUCT PROB AHU-ICG-L05M-05,Z 1 Z 1
3543,T2 L05M DUCT PROB AHU-ICG-L05M-06,Z 1 Z 1
3544,T2 L05M DUCT PROB AHU-ICG-L05M-07,Z 1 Z 1
3545,T3 L05M DUCT PROB AHU-ICG-L05M-08,Z 1 Z 1
3546,T3 L05M DUCT PROB AHU-ICG-L05M-09,Z 1 Z 1
3547,T3 L05M DUCT PROB AHU-ICG-L05M-10,Z 1 Z 1
3548,T4 L05M DUCT PROB AHU-ICG-L05M-11,Z 1 Z 1
3549,T4 L05M DUCT PROB AHU-ICG-L05M-12,Z 1 Z 1
3550,T4 L05M DUCT PROB AHU-ICG-L05M-13,Z 1 Z 1
3551,T4 L05M DUCT PROB AHU-ICG-L05M-15,Z 1 Z 1
3552,T4 L05M DUCT PROB AHU-ICG-L05M-17,Z 1 Z 1
3553,T4 L05M DUCT PROB AHU-ICG-L05M-18,Z 1 Z 1
3554,T1 L06M DUCT PROB AHU-ICG-L06M-05,Z 1 Z 1
3555,TI L39 DUCT PROBE SPF-IT1-L39-01,Z 1 Z 1
3556,TI L39 DUCT PROBE SPF-IT1-L39-02,Z 1 Z 1
3560,T2 L06 DUCT PROB AHU-ICG-L06-01,Z 1 Z 1
3561,T2 L06 DUCT PROB AHU-ICG-L06-02,Z 1 Z 1
3562,T2 L06 DUCT PROB AHU-ICG-L06-03,Z 1 Z 1
3563,T2 L06 DUCT PROB AHU-ICG-L06-04,Z 1 Z 1
3564,T3 L06 DUCT PROB AHU-ICG-L06-05,Z 1 Z 1
3565,T3 L06 DUCT PROB AHU-ICG-L06-06,Z 1 Z 1
3566,T3 L06 DUCT PROB AHU-ICG-L06-07,Z 1 Z 1
3567,T3 L06 DUCT PROB AHU-ICG-L06-08,Z 1 Z 1
3568,T4 L06M DUCT PROB AHU-ICG-L06M-09,Z 1 Z 1
3569,T4 L06M DUCT PROB AHU-ICG-L06M-10,Z 1 Z 1
3570,T4 L06M DUCT PROB AHU-ICG-L06M-11,Z 1 Z 1
3571,T4 L06M DUCT PROB AHU-ICG-L06M-12,Z 1 Z 1
3572,T4 L06M DUCT PROB AHU-ICG-L06M-13,Z 1 Z 1
3573,T4 L06M DUCT PROB AHU-ICG-L06M-14,Z 1 Z 1
3574,T1 L06M DUCT PROB AHU-ICG-L06M-01,Z 1 Z 1
3575,T1 L06M DUCT PROB AHU-ICG-L06M-02,Z 1 Z 1
3576,T1 L06M DUCT PROB AHU-ICG-L06M-03,Z 1 Z 1
3577,T1 L06M DUCT PROB AHU-ICG-L06M-16,Z 1 Z 1
3578,T1 L06M DUCT PROB AHU-ICG-L06M-17,Z 1 Z 1
3579,T1 L06M DUCT PROB KMU-ICG-L06M-01,Z 1 Z 1
3580,T2 L18 DUCT AHU-ISD-P18.01-L19-02,Z 1 Z 1
3581,T2 L18 DUCT AHU-ISD.P18.01-20.02,Z 1 Z 1
3582,T2 L18 DUCT PROBE FCU-IT2-L18-01,Z 1 Z 1
3583,T3 L18 DUCT AHU-ISD.P18.2-19.2,Z 1 Z 1
3584,T3 L18 DUCT AHU-ISD.P18.2-20.1,Z 1 Z 1
3585,T2 L23M DUCT SPF-IT2-L23M-01,Z 1 Z 1
3586,T2 L23M DUCT SPF-IT2-L23M-02,Z 1 Z 1
3590,T4 L07M DUCT PROB SPF-ICG-L07M-01,Z 1 Z 1
3591,T4 L07M DUCT PROB SPF-ICG-L07M-02,Z 1 Z 1
3592,T4 L07M DUCT PROB SPF-ICG-L65-01,Z 1 Z 1
3593,T4 L07M DUCT PROB SPF-ICG-L65-02,Z 1 Z 1
4000,BASEMENT ESCALATOR TRIPS,Z 1 Z 1
4001,PODIUM ESCALATOR TRIPS,Z 1 Z 1
4002,CASINO ESCALATOR TRIPS,Z 1 Z 1
